Genotype,Envir,Management,Row,Position,Fruit_number,R,P,Fruit_number_spats_residuals,Fruit_number_spats_geno_pred_values,Fruit_number_spats_adj_pheno
12_L012,BEL_2022_1,1,26,80,4,26,80,-76.695194335356,78.3291155876022,1.63392125224618
12_L012,BEL_2022_1,1,17,31,206,17,31,124.205807375169,78.3291155876022,202.534922962772
12_L013,BEL_2022_1,1,26,24,35,26,24,-10.376550139577,53.7064494802883,43.3298993407113
12_L013,BEL_2022_1,1,23,106,68,23,106,11.7294176182449,53.7064494802883,65.4358670985332
12_L018,BEL_2022_1,1,26,115,8,26,115,-25.0225709836304,39.6365765522255,14.6140055685951
12_L021,BEL_2022_1,1,24,54,7,24,54,-27.059437427214,38.5500182349629,11.4905808077488
12_N021,BEL_2022_1,1,24,64,42,24,64,3.85327629840112,41.5192778444592,45.3725541428603
12_N021,BEL_2022_1,1,26,56,10,26,56,-25.3465281239916,41.5192778444592,16.1727497204676
12_N034,BEL_2022_1,1,26,97,70,26,97,12.5737838610137,52.3411181988234,64.9149020598371
12_N034,BEL_2022_1,1,23,57,38,23,57,-13.7803717078522,52.3411181988234,38.5607464909712
12_N039,BEL_2022_1,1,21,111,69,21,111,7.48767503148429,57.5160802645165,65.0037552960008
12_N039,BEL_2022_1,1,17,18,62,17,18,1.00674111839267,57.5160802645165,58.5228213829092
12_N041,BEL_2022_1,1,23,92,100,23,92,31.6959748164679,64.0557470236899,95.7517218401578
12_N041,BEL_2022_1,1,18,1,47,18,1,-10.9422739486398,64.0557470236899,53.1134730750501
12_N046,BEL_2022_1,1,23,88,52,23,88,-10.8714680158539,58.8490971036526,47.9776290877986
12_N046,BEL_2022_1,1,23,8,77,23,8,21.8647627120833,58.8490971036526,80.7138598157359
12_N057,BEL_2022_1,1,26,4,37,26,4,-1.36272421773258,52.2578278716856,50.895103653953
12_N062,BEL_2022_1,1,18,108,70,18,108,1.81132700460233,71.9112748130943,73.7226018176967
12_N062,BEL_2022_1,1,19,7,110,19,7,33.6683767814937,71.9112748130943,105.579651594588
12_N063,BEL_2022_1,1,24,57,71,24,57,21.2953423057002,54.0042330227809,75.2995753284811
12_N063,BEL_2022_1,1,19,83,31,19,83,-19.3842486411772,54.0042330227809,34.6199843816037
12_O010,BEL_2022_1,1,20,19,114,20,19,28.5247682650732,78.8077170968824,107.332485361956
12_O010,BEL_2022_1,1,19,107,98,19,107,19.8830330237404,78.8077170968824,98.6907501206228
12_O011,BEL_2022_1,1,21,34,74,21,34,-3.26223107181836,62.8786564918964,59.6164254200781
12_O011,BEL_2022_1,1,22,82,83,22,82,21.8093534549219,62.8786564918964,84.6880099468183
12_O014,BEL_2022_1,1,23,42,134,23,42,53.7825226998017,81.0637723106217,134.846295010423
12_O014,BEL_2022_1,1,17,109,94,17,109,-1.14551154095118,81.0637723106217,79.9182607696705
12_O017,BEL_2022_1,1,22,4,105,22,4,20.5339592405891,82.7465655483951,103.280524788984
12_O017,BEL_2022_1,1,21,82,125,21,82,35.2576226606265,82.7465655483951,118.004188209022
12_O026,BEL_2022_1,1,26,60,100,26,60,30.612868419414,75.2932747729265,105.90614319234
12_O026,BEL_2022_1,1,18,35,78,18,35,11.2067456328317,75.2932747729265,86.5000204057582
12_O056,BEL_2022_1,1,25,95,54,25,95,-14.6181762321606,62.8369296201401,48.2187533879795
12_O056,BEL_2022_1,1,17,49,102,17,49,33.0870772593312,62.8369296201401,95.9240068794712
12_O061,BEL_2022_1,1,19,64,94,19,64,22.2164062800125,70.6861259324941,92.9025322125066
12_O061,BEL_2022_1,1,20,43,85,20,43,10.9666286539452,70.6861259324941,81.6527545864393
12_O063,BEL_2022_1,1,18,103,48,18,103,-6.33315819897427,61.3124704632572,54.9793122642829
12_O063,BEL_2022_1,1,24,14,74,24,14,21.9443021670564,61.3124704632572,83.2567726303136
12_O072,BEL_2022_1,1,21,45,145,21,45,43.7817175519706,88.3494447817635,132.131162333734
12_O072,BEL_2022_1,1,23,66,111,23,66,22.5130435312437,88.3494447817635,110.862488313007
12_O074,BEL_2022_1,1,24,94,108,24,94,39.4003007585136,64.1588646222064,103.55916538072
12_O074,BEL_2022_1,1,18,45,38,18,45,-18.4532952398222,64.1588646222064,45.7055693823841
12_P001,BEL_2022_1,1,20,35,36,20,35,-18.0271329841421,49.7874631138157,31.7603301296736
12_P001,BEL_2022_1,1,22,107,58,22,107,12.0334533922022,49.7874631138157,61.8209165060179
12_P002,BEL_2022_1,1,17,94,19,17,94,-40.1869427985312,56.0280863714845,15.8411435729532
12_P002,BEL_2022_1,1,19,16,105,19,16,45.8919598146277,56.0280863714845,101.920046186112
12_P003,BEL_2022_1,1,24,31,41,24,31,-15.1456450951404,62.4060558205146,47.2604107253742
12_P003,BEL_2022_1,1,25,90,101,25,90,32.8068284232855,62.4060558205146,95.2128842438001
12_P018,BEL_2022_1,1,26,118,61,26,118,8.38341183513784,61.5351451724606,69.9185570075984
12_P018,BEL_2022_1,1,25,23,61,25,23,7.64515900806487,61.5351451724606,69.1803041805254
12_P025,BEL_2022_1,1,18,7,23,18,7,-15.2165468742122,45.1742998901053,29.957753015893
12_P025,BEL_2022_1,1,18,95,35,18,95,0.575013577721208,45.1742998901053,45.7493134678265
12_P027,BEL_2022_1,1,20,23,57,20,23,-3.42449273629562,54.4243908110487,50.9998980747531
12_P027,BEL_2022_1,1,17,73,67,17,73,6.12321582331413,54.4243908110487,60.5476066343629
12_P029,BEL_2022_1,1,18,3,20,18,3,-27.4895836770999,53.8922336028842,26.4026499257842
12_P029,BEL_2022_1,1,20,74,82,20,74,29.190722793888,53.8922336028842,83.0829563967722
12_P034,BEL_2022_1,1,21,68,112,21,68,30.0326997662591,72.3268987206894,102.359598486949
12_P034,BEL_2022_1,1,26,28,71,26,28,6.2261342120056,72.3268987206894,78.553032932695
12_P055,BEL_2022_1,1,20,33,98,20,33,21.9398674749085,71.5584418454472,93.4983093203557
12_P055,BEL_2022_1,1,25,69,82,25,69,12.878414259032,71.5584418454472,84.4368561044792
12_P056,BEL_2022_1,1,18,18,16,18,18,-25.2378643513644,49.3401225429839,24.1022581916194
12_P056,BEL_2022_1,1,22,85,66,22,85,18.4055983871105,49.3401225429839,67.7457209300943
1218,BEL_2022_1,1,21,65,128,21,65,60.0764185449405,57.7831815246076,117.859600069548
1218,BEL_2022_1,1,19,48,8,19,48,-51.0812933350203,57.7831815246076,6.70188818958724
1236,BEL_2022_1,1,25,116,25,25,116,-15.9510179199612,44.4757605168238,28.5247425968626
13_10,BEL_2022_1,1,23,17,7,23,17,-18.7092320084162,28.3716019964183,9.66236998800205
13_10,BEL_2022_1,1,26,103,3,26,103,-27.4307040498791,28.3716019964183,0.940897946539184
13_109,BEL_2022_1,1,17,4,53,17,4,-1.15515625747079,49.323258182106,48.1681019246352
13_109,BEL_2022_1,1,19,102,41,19,102,-5.70872370321467,49.323258182106,43.6145344788913
13_139,BEL_2022_1,1,21,44,44,21,44,-11.8805539426777,42.8800241098912,30.9994701672135
13_139,BEL_2022_1,1,20,64,37,20,64,-7.0618376462775,42.8800241098912,35.8181864636137
13_32,BEL_2022_1,1,25,15,57,25,15,12.2447756473801,54.7616969405031,67.0064725878832
13_32,BEL_2022_1,1,25,98,51,25,98,-8.91373717941497,54.7616969405031,45.8479597610881
13_35,BEL_2022_1,1,22,43,38,22,43,-6.94707655987476,45.0491420923031,38.1020655324283
13_35,BEL_2022_1,1,26,70,34,26,70,-7.92907803070231,45.0491420923031,37.1200640616008
13_38,BEL_2022_1,1,26,43,49,26,43,5.02822855089944,49.9876904043985,55.015918955298
13_38,BEL_2022_1,1,22,62,38,22,62,-10.6465612858889,49.9876904043985,39.3411291185097
130,BEL_2022_1,1,23,89,38,23,89,-11.38095840148,45.2730827532395,33.8921243517595
130,BEL_2022_1,1,22,27,43,22,27,-3.07539615593858,45.2730827532395,42.197686597301
131,BEL_2022_1,1,19,90,46,19,90,5.90749886400614,44.7285027643837,50.6360016283899
131,BEL_2022_1,1,17,34,27,17,34,-21.3847251846101,44.7285027643837,23.3437775797737
133,BEL_2022_1,1,20,22,107,20,22,32.4913947937446,68.3450541071398,100.836448900884
133,BEL_2022_1,1,21,104,69,21,104,-3.6969422003065,68.3450541071398,64.6481119068333
135,BEL_2022_1,1,21,102,2,21,102,-38.5425557935209,36.0698408102784,-2.4727149832425
135,BEL_2022_1,1,20,30,54,20,30,13.0090171955818,36.0698408102784,49.0788580058602
135,BEL_2022_1,1,23,25,28,23,25,-6.1752490668221,36.0698408102784,29.8945917434563
1377,BEL_2022_1,1,18,44,50,18,44,3.15379569140958,54.667147485065,57.8209431764745
140,BEL_2022_1,1,22,92,34,22,92,-4.40883267015914,40.4808047669769,36.0719720968177
140,BEL_2022_1,1,22,32,22,22,32,-19.0311448216778,40.4808047669769,21.4496599452991
141,BEL_2022_1,1,17,74,35,17,74,-7.33696814422531,36.2358617757343,28.898893631509
141,BEL_2022_1,1,21,31,27,21,31,-24.0605959735842,36.2358617757343,12.1752658021501
143,BEL_2022_1,1,23,26,42,23,26,-3.51369935312695,47.322100215843,43.8084008627161
143,BEL_2022_1,1,19,86,36,19,86,-7.10155910702129,47.322100215843,40.2205411088217
1446,BEL_2022_1,1,24,28,32,24,28,-8.94383352492779,47.648990817163,38.7051572922352
1446,BEL_2022_1,1,20,68,47,20,68,-1.05863454378617,47.648990817163,46.5903562733768
1448,BEL_2022_1,1,19,98,25,19,98,-15.7622095157796,44.5764796103996,28.81427009462
1478,BEL_2022_1,1,22,30,46,22,30,-6.61912904966761,51.965175527276,45.3460464776084
1478,BEL_2022_1,1,19,114,59,19,114,4.70779760994454,51.965175527276,56.6729731372206
1481,BEL_2022_1,1,18,55,58,18,55,7.41286947842676,56.9391334867473,64.352002965174
149,BEL_2022_1,1,19,3,54,19,3,8.81383132793393,40.0875349218201,48.901366249754
149,BEL_2022_1,1,26,81,10,26,81,-32.9910339996317,40.0875349218201,7.09650092218841
15,BEL_2022_1,1,17,41,26,17,41,-11.2688580121561,32.7704451240704,21.5015871119143
15,BEL_2022_1,1,22,93,4,22,93,-26.6249896264431,32.7704451240704,6.14545549762727
152,BEL_2022_1,1,25,20,37,25,20,-3.40418059929907,49.2279044080749,45.8237238087758
152,BEL_2022_1,1,21,103,50,21,103,-3.6384499167015,49.2279044080749,45.5894544913734
163,BEL_2022_1,1,22,106,73,22,106,28.5454425946749,48.1298710744913,76.6753136691662
163,BEL_2022_1,1,19,32,12,19,32,-37.6464506644431,48.1298710744913,10.4834204100482
17,BEL_2022_1,1,18,78,28,18,78,-10.1935447343961,47.5470617284956,37.3535169940995
170,BEL_2022_1,1,26,14,12,26,14,-11.8251870886887,34.5760493756249,22.7508622869362
170,BEL_2022_1,1,17,98,17,17,98,-22.6838678039043,34.5760493756249,11.8921815717206
173,BEL_2022_1,1,26,9,84,26,9,30.7722220209864,65.4762008687897,96.2484228897761
173,BEL_2022_1,1,17,113,76,17,113,-7.35573285567199,65.4762008687897,58.1204680131177
1870,BEL_2022_1,1,26,26,51,26,26,7.31891951839707,51.6084979296052,58.9274174480023
1870,BEL_2022_1,1,21,86,48,21,86,-9.89888016865693,51.6084979296052,41.7096177609483
1872,BEL_2022_1,1,18,69,16,18,69,-19.7373442158123,42.4559597873323,22.71861557152
1887,BEL_2022_1,1,21,89,7,21,89,-33.781458198361,34.9641829433513,1.18272474499032
1889,BEL_2022_1,1,17,9,56,17,9,-2.43132508054647,54.2291832475807,51.7978581670342
1889,BEL_2022_1,1,18,80,49,18,80,4.76411131056909,54.2291832475807,58.9932945581498
1893,BEL_2022_1,1,22,54,21,22,54,-16.8847427724502,38.7502789407904,21.8655361683402
1893,BEL_2022_1,1,19,101,26,19,101,-9.79928515746609,38.7502789407904,28.9509937833243
1900,BEL_2022_1,1,22,22,21,22,22,-20.2997010257325,40.2645034075283,19.9648023817958
1900,BEL_2022_1,1,22,113,32,22,113,-3.54575583500974,40.2645034075283,36.7187475725185
1901,BEL_2022_1,1,20,4,50,20,4,-1.49659616631994,41.9795013209823,40.4829051546623
1901,BEL_2022_1,1,17,108,36,17,108,-19.1339189418882,41.9795013209823,22.8455823790941
1910,BEL_2022_1,1,23,22,23,23,22,-18.1411712586135,43.3074319139891,25.1662606553757
192,BEL_2022_1,1,17,86,116,17,86,39.5574932560654,74.0865554156093,113.644048671675
1935,BEL_2022_1,1,20,38,6,20,38,-33.1676613333711,35.2916104439935,2.1239491106224
1951,BEL_2022_1,1,20,41,30,20,41,-12.3171141325418,38.768828618626,26.4517144860841
1951,BEL_2022_1,1,18,72,17,18,72,-14.3321404992252,38.768828618626,24.4366881194008
1962,BEL_2022_1,1,23,115,79,23,115,17.6603579103659,60.8113947077836,78.4717526181495
1962,BEL_2022_1,1,18,6,51,18,6,-2.98853250052631,60.8113947077836,57.8228622072573
197,BEL_2022_1,1,21,114,3,21,114,-38.0094387505671,37.1499096906465,-0.859529059920547
197,BEL_2022_1,1,26,15,35,26,15,8.32535240577122,37.1499096906465,45.4752620964178
1985,BEL_2022_1,1,23,71,5,23,71,-31.8797527762789,35.9786401503301,4.0988873740512
1988,BEL_2022_1,1,19,60,59,19,60,10.4178631313016,47.1481643267171,57.5660274580188
1988,BEL_2022_1,1,25,12,15,25,12,-21.3591824850685,47.1481643267171,25.7889818416486
1989,BEL_2022_1,1,20,65,34,20,65,-7.785372865187,40.7801384943409,32.9947656291539
1989,BEL_2022_1,1,20,5,35,20,5,-15.0934724582113,40.7801384943409,25.6866660361296
1991,BEL_2022_1,1,19,14,34,19,14,-16.0696051875169,46.7215263073798,30.6519211198629
1991,BEL_2022_1,1,21,112,55,21,112,4.32850854491149,46.7215263073798,51.0500348522913
1997,BEL_2022_1,1,23,13,19,23,13,-23.5618837696055,45.6661690977272,22.1042853281217
1997,BEL_2022_1,1,23,74,57,23,74,9.84241040098042,45.6661690977272,55.5085794987076
2,BEL_2022_1,1,20,14,52,20,14,-5.57018102639622,50.0133767421685,44.4431957157723
200,BEL_2022_1,1,18,11,23,18,11,-23.340786841455,53.795127667352,30.454340825897
200,BEL_2022_1,1,22,76,77,22,76,24.8598907941696,53.795127667352,78.6550184615216
2003,BEL_2022_1,1,24,84,30,24,84,-16.9646594615376,43.9350374609788,26.9703779994412
2010,BEL_2022_1,1,19,15,19,19,15,-24.2567895203823,40.0450796333768,15.7882901129944
2013,BEL_2022_1,1,26,58,4,26,58,-25.8055840732632,35.8948800138925,10.0892959406293
2013,BEL_2022_1,1,25,71,28,25,71,-6.23118578024884,35.8948800138925,29.6636942336436
202,BEL_2022_1,1,24,2,11,24,2,-11.7568782650663,34.7986623075824,23.0417840425161
202,BEL_2022_1,1,18,76,23,18,76,-3.11132110190946,34.7986623075824,31.6873412056729
202,BEL_2022_1,1,26,100,27,26,100,-11.5745879557667,34.7986623075824,23.2240743518157
202,BEL_2022_1,1,22,26,28,22,26,-7.64895650259505,34.7986623075824,27.1497058049873
2026,BEL_2022_1,1,24,7,28,24,7,-5.06399967906669,43.8963818092041,38.8323821301374
2026,BEL_2022_1,1,19,77,30,19,77,-11.9731238174921,43.8963818092041,31.923257991712
203,BEL_2022_1,1,19,75,38,19,75,-8.91728381433627,48.2278780491024,39.3105942347661
204,BEL_2022_1,1,25,49,44,25,49,6.82038468082266,42.3746625768662,49.1950472576889
204,BEL_2022_1,1,22,79,14,22,79,-26.7101289632714,42.3746625768662,15.6645336135948
2046,BEL_2022_1,1,17,79,37,17,79,-13.1702212565245,45.9591654562056,32.7889441996811
2050,BEL_2022_1,1,17,61,52,17,61,-1.05654815141452,44.8642356675523,43.8076875161378
2050,BEL_2022_1,1,24,49,26,24,49,-14.1662327414918,44.8642356675523,30.6980029260605
2055,BEL_2022_1,1,20,36,8,20,36,-27.0274205940488,30.9134337558101,3.88601316176123
2055,BEL_2022_1,1,18,82,6,18,82,-14.3475877712867,30.9134337558101,16.5658459845234
2061,BEL_2022_1,1,19,95,50,19,95,-6.56297310396134,60.9641767975904,54.4012036936291
2061,BEL_2022_1,1,19,57,84,19,57,21.5212044130188,60.9641767975904,82.4853812106092
2071,BEL_2022_1,1,24,82,60,24,82,3.00193901071541,54.5861401416724,57.5880791523878
216,BEL_2022_1,1,18,84,46,18,84,2.63978025902352,54.3929479934784,57.0327282525019
236,BEL_2022_1,1,26,107,17,26,107,-17.2005090840873,34.8369508194535,17.6364417353661
236,BEL_2022_1,1,19,26,20,19,26,-16.819458948119,34.8369508194535,18.0174918713345
241,BEL_2022_1,1,23,15,70,23,15,14.3447237766633,58.5337479917775,72.8784717684408
241,BEL_2022_1,1,23,68,55,23,68,-3.94258375090782,58.5337479917775,54.5911642408697
2410,BEL_2022_1,1,21,16,4,21,16,-50.7304568357689,37.5713203878014,-13.1591364479675
2410,BEL_2022_1,1,26,63,54,26,63,21.8363486213368,37.5713203878014,59.4076690091382
2422,BEL_2022_1,1,23,105,39,23,105,-13.2850798012161,49.5134143850226,36.2283345838065
2422,BEL_2022_1,1,18,21,48,18,21,6.77766739740873,49.5134143850226,56.2910817824314
2443,BEL_2022_1,1,25,39,28,25,39,-8.70500688219037,42.40391031847,33.6989034362796
2443,BEL_2022_1,1,21,117,35,21,117,-11.1299094702001,42.40391031847,31.2740008482699
249,BEL_2022_1,1,22,3,39,22,3,-7.44696921102815,44.6952157466581,37.24824653563
249,BEL_2022_1,1,24,87,61,24,87,12.5313846769068,44.6952157466581,57.2266004235649
249,BEL_2022_1,1,25,21,24,25,21,-12.0913573228519,44.6952157466581,32.6038584238062
249,BEL_2022_1,1,24,75,36,24,75,-8.53268443640247,44.6952157466581,36.1625313102556
25,BEL_2022_1,1,25,42,58,25,42,20.5957212475409,42.873368687587,63.4690899351279
25,BEL_2022_1,1,26,66,25,26,66,-13.2475569761888,42.873368687587,29.6258117113982
25,BEL_2022_1,1,24,65,54,24,65,14.2983738159346,42.873368687587,57.1717425035216
25,BEL_2022_1,1,19,29,4,19,29,-40.6014059567543,42.873368687587,2.27196273083266
261,BEL_2022_1,1,20,54,38,20,54,-0.950526454392552,36.536952142159,35.5864256877665
261,BEL_2022_1,1,21,75,15,21,75,-29.8826124925691,36.536952142159,6.6543396495899
262,BEL_2022_1,1,22,18,2,22,18,-30.3078451114,31.0988407949965,0.790995683596481
262,BEL_2022_1,1,25,96,26,25,96,-10.7195984978395,31.0988407949965,20.379242297157
2625,BEL_2022_1,1,22,20,3,22,20,-33.3289689201016,35.2055615522993,1.8765926321977
2651,BEL_2022_1,1,22,8,13,22,8,-27.1104724042469,38.5227938290913,11.4123214248445
2652,BEL_2022_1,1,18,79,8,18,79,-23.0234905116617,40.7029780929534,17.6794875812917
2653,BEL_2022_1,1,19,110,22,19,110,-19.1232643332741,40.5483314999362,21.4250671666621
2653,BEL_2022_1,1,23,20,34,23,20,-4.19012728256853,40.5483314999362,36.3582042173676
267,BEL_2022_1,1,22,2,81,22,2,17.1063792630414,62.1100977947498,79.2164770577912
2671,BEL_2022_1,1,23,36,43,23,36,4.99721723619911,39.1024524590942,44.0996696952933
2671,BEL_2022_1,1,23,87,12,23,87,-31.021059320261,39.1024524590942,8.08139313883324
270,BEL_2022_1,1,26,64,27,26,64,-13.5679267036781,45.7470110644503,32.1790843607722
2720,BEL_2022_1,1,23,6,2,23,6,-23.5103637091469,29.4815840642293,5.97122035508239
2720,BEL_2022_1,1,25,81,12,25,81,-20.5487956517687,29.4815840642293,8.9327884124606
2722,BEL_2022_1,1,23,111,58,23,111,2.31865682850417,54.2216459744394,56.5403028029435
2732,BEL_2022_1,1,20,11,22,20,11,-23.3477858836346,37.2254498517876,13.877663968153
2732,BEL_2022_1,1,21,88,37,21,88,-6.19469258155951,37.2254498517876,31.0307572702281
2779,BEL_2022_1,1,24,91,13,24,91,-28.9957011744361,37.6369690730099,8.64126789857383
2779,BEL_2022_1,1,18,15,30,18,15,0.224658240386848,37.6369690730099,37.8616273133968
2784,BEL_2022_1,1,17,105,54,17,105,-3.48925228521978,47.0377820263339,43.5485297411141
2784,BEL_2022_1,1,22,7,41,22,7,-7.65899015775826,47.0377820263339,39.3787918685756
2785,BEL_2022_1,1,19,53,42,19,53,-3.74129848025868,44.2798529358817,40.5385544556231
2785,BEL_2022_1,1,25,103,35,25,103,-12.5769685521753,44.2798529358817,31.7028843837065
2794,BEL_2022_1,1,26,109,11,26,109,-23.4627316091515,36.5433011103733,13.0805695012217
2794,BEL_2022_1,1,22,1,31,22,1,-7.35850553732534,36.5433011103733,29.1847955730479
2796,BEL_2022_1,1,24,79,26,24,79,-11.9080027642047,36.5571496621711,24.6491468979663
