Genotype,Envir,Management,Row,Position,Weight_sample,R,P,Weight_sample_spats_residuals,Weight_sample_spats_geno_pred_values,Weight_sample_spats_adj_pheno
13_38,BEL_2023_1,1,22,62,3.83,22,62,-0.0355926501212376,3.65637784219301,3.62078519207178
130,BEL_2023_1,1,23,89,2.68,23,89,-0.139773882152781,2.59644863218352,2.45667475003073
130,BEL_2023_1,1,22,27,2.78,22,27,0.151157655093946,2.59644863218352,2.74760628727746
131,BEL_2023_1,1,19,90,0.91,19,90,-0.903750525317036,1.90001068410021,0.996260158783169
131,BEL_2023_1,1,17,34,2.32,17,34,0.27875481793052,1.90001068410021,2.17876550203072
133,BEL_2023_1,1,20,22,1.37,20,22,-1.01426485606958,2.39087139292389,1.37660653685431
133,BEL_2023_1,1,21,104,3.37,21,104,0.837799679872796,2.39087139292389,3.22867107279669
135,BEL_2023_1,1,22,65,3.8,22,65,0.320312760360799,3.25633622624001,3.57664898660081
135,BEL_2023_1,1,21,102,3.08,21,102,-0.234956713859159,3.25633622624001,3.02137951238085
135,BEL_2023_1,1,23,25,3.85,23,25,0.529008832417568,3.25633622624001,3.78534505865758
1377,BEL_2023_1,1,18,44,1.18,18,44,-0.760828951809807,1.82169733056233,1.06086837875252
1377,BEL_2023_1,1,17,92,1.83,17,92,0.0642733712654509,1.82169733056233,1.88597070182778
140,BEL_2023_1,1,22,32,3.86,22,32,0.370739634997914,3.35736187332679,3.72810150832471
140,BEL_2023_1,1,22,92,3.92,22,92,0.335938778773604,3.35736187332679,3.6933006521004
141,BEL_2023_1,1,17,74,1.39,17,74,-0.522727880738835,2.01193006168412,1.48920218094528
1446,BEL_2023_1,1,24,28,2.77,24,28,-0.0471906857548166,2.82994428979889,2.78275360404407
1446,BEL_2023_1,1,20,68,3.13,20,68,0.271934235630863,2.82994428979889,3.10187852542975
1448,BEL_2023_1,1,19,98,3.14,19,98,0.323173170833234,2.92746328986126,3.2506364606945
1448,BEL_2023_1,1,24,23,2.91,24,23,-0.00932033167655533,2.92746328986126,2.91814295818471
1478,BEL_2023_1,1,22,30,2.82,22,30,0.141575048110262,2.58057240533378,2.72214745344404
1478,BEL_2023_1,1,19,114,2.45,19,114,-0.144698389578947,2.58057240533378,2.43587401575483
1481,BEL_2023_1,1,18,55,0.25,18,55,-1.81790285611531,2.08771526597388,0.269812409858568
1481,BEL_2023_1,1,19,80,3.42,19,80,1.36442471837968,2.08771526597388,3.45213998435356
149,BEL_2023_1,1,19,3,0.93,19,3,-0.693236058086453,1.82533013375706,1.13209407567061
15,BEL_2023_1,1,22,93,4.7,22,93,0.644255225836029,3.81409918353831,4.45835440937434
15,BEL_2023_1,1,17,41,4.46,17,41,0.479773007712819,3.81409918353831,4.29387219125113
152,BEL_2023_1,1,25,20,2.12,25,20,0.0818055564834355,2.22863653776763,2.31044209425106
152,BEL_2023_1,1,21,103,1.86,21,103,-0.406514999236223,2.22863653776763,1.8221215385314
163,BEL_2023_1,1,22,106,1.65,22,106,-0.708838301288183,2.23739666136675,1.52855836007857
163,BEL_2023_1,1,19,32,2.71,19,32,0.392133538520119,2.23739666136675,2.62953019988687
167,BEL_2023_1,1,23,55,1.7,23,55,-0.0127186476711694,1.6368418480288,1.62412320035764
167,BEL_2023_1,1,18,64,0.77,18,64,-0.852751099934536,1.6368418480288,0.784090748094268
17,BEL_2023_1,1,22,24,3.96,22,24,0.316318191014212,3.62233380104569,3.9386519920599
17,BEL_2023_1,1,18,78,4.24,18,78,0.632481862060911,3.62233380104569,4.2548156631066
170,BEL_2023_1,1,26,14,3.75,26,14,0.751584640039513,3.22661673580011,3.97820137583962
170,BEL_2023_1,1,17,98,2.95,17,98,-0.164376342598672,3.22661673580011,3.06224039320143
173,BEL_2023_1,1,17,113,0.73,17,113,-0.873122896032676,1.62846643186342,0.755343535830743
1870,BEL_2023_1,1,21,86,1.82,21,86,-0.0549002534899528,1.87000253690021,1.81510228341026
1870,BEL_2023_1,1,26,26,0.94,26,26,-0.597515799346265,1.87000253690021,1.27248673755395
1872,BEL_2023_1,1,18,69,0.57,18,69,-0.995083797076098,1.62551686195691,0.630433064880815
1872,BEL_2023_1,1,23,21,1.72,23,21,0.119265692131473,1.62551686195691,1.74478255408839
1887,BEL_2023_1,1,21,89,0.78,21,89,-0.877000645973542,1.62422271833167,0.747222072358124
1889,BEL_2023_1,1,18,80,1.88,18,80,-0.182633018487973,2.08920841740819,1.90657539892021
1889,BEL_2023_1,1,17,9,1.72,17,9,-0.269480732174229,2.08920841740819,1.81972768523396
1893,BEL_2023_1,1,19,101,3.45,19,101,0.450402722877152,3.07690010196641,3.52730282484356
1900,BEL_2023_1,1,22,22,3.27,22,22,0.270100568606518,2.92825422076598,3.1983547893725
1900,BEL_2023_1,1,22,113,3.15,22,113,0.0444749942321554,2.92825422076598,2.97272921499813
1901,BEL_2023_1,1,17,108,0.84,17,108,-0.774702556326985,1.79462333983812,1.01992078351113
1901,BEL_2023_1,1,20,4,1.61,20,4,0.0534077550166003,1.79462333983812,1.84803109485472
192,BEL_2023_1,1,17,43,2.36,17,43,-0.158833523553203,2.32411042509738,2.16527690154417
192,BEL_2023_1,1,17,86,2.11,17,86,-0.0786353790036052,2.32411042509738,2.24547504609377
1935,BEL_2023_1,1,17,72,2.51,17,72,0.0945651877327438,2.48718327324509,2.58174846097783
1935,BEL_2023_1,1,20,38,2.4,20,38,-0.183024096440996,2.48718327324509,2.30415917680409
1951,BEL_2023_1,1,18,72,2.98,18,72,0.500966694375223,2.55263841922207,3.0536051135973
1951,BEL_2023_1,1,20,41,2.05,20,41,-0.529615088885846,2.55263841922207,2.02302333033623
1952,BEL_2023_1,1,18,25,3.5,18,25,0.323662255621974,3.07744637305492,3.4011086286769
1952,BEL_2023_1,1,25,97,3.37,25,97,0.127239629761158,3.07744637305492,3.20468600281608
1962,BEL_2023_1,1,18,6,4.24,18,6,0.485383666343942,3.78964438982442,4.27502805616836
1962,BEL_2023_1,1,23,115,4.64,23,115,0.61629867270275,3.78964438982442,4.40594306252717
197,BEL_2023_1,1,26,15,2.12,26,15,-0.0108165941643872,2.39761917240595,2.38680257824156
197,BEL_2023_1,1,21,114,2.35,21,114,-0.159482708372042,2.39761917240595,2.23813646403391
1985,BEL_2023_1,1,25,51,0.3,25,51,-1.48841737297434,1.87871091379663,0.390293540822289
1985,BEL_2023_1,1,23,71,3.05,23,71,0.843958715881844,1.87871091379663,2.72266962967848
1988,BEL_2023_1,1,25,12,1.37,25,12,0.0441420547092553,1.42670004265141,1.47084209736066
1988,BEL_2023_1,1,19,60,0.27,19,60,-1.10163168473124,1.42670004265141,0.325068357920168
1989,BEL_2023_1,1,20,65,0.87,20,65,-0.846392310841522,1.65771972251322,0.811327411671697
1991,BEL_2023_1,1,21,112,1.87,21,112,0.0821808934261463,1.80955339140756,1.89173428483371
1991,BEL_2023_1,1,19,14,0.95,19,14,-0.789833160631119,1.80955339140756,1.01972023077644
1997,BEL_2023_1,1,23,13,2.14,23,13,-0.227441114199067,2.33508458841276,2.1076434742137
2,BEL_2023_1,1,20,14,1.22,20,14,-0.824106558020646,2.10692666830251,1.28282011028186
2,BEL_2023_1,1,25,115,2.65,25,115,0.388183095850731,2.10692666830251,2.49510976415324
200,BEL_2023_1,1,18,11,3.48,18,11,0.324486134436614,3.28154831786925,3.60603445230587
200,BEL_2023_1,1,22,76,3.84,22,76,0.312916630073328,3.28154831786925,3.59446494794258
2010,BEL_2023_1,1,19,15,2.04,19,15,-0.213336193928833,2.35052066395344,2.13718447002461
2013,BEL_2023_1,1,25,71,2.95,25,71,0.550368278953412,2.14314366020747,2.69351193916089
2013,BEL_2023_1,1,26,58,1.11,26,58,-0.953197980866661,2.14314366020747,1.18994567934081
202,BEL_2023_1,1,18,76,2.54,18,76,0.258615612510937,2.28066194597232,2.53927755848326
202,BEL_2023_1,1,24,2,2.43,24,2,0.250399729874744,2.28066194597232,2.53106167584706
202,BEL_2023_1,1,26,100,2.41,26,100,0.0428346672344029,2.28066194597232,2.32349661320672
202,BEL_2023_1,1,22,26,1.45,22,26,-0.829020540502458,2.28066194597232,1.45164140546986
2024,BEL_2023_1,1,25,63,1.27,25,63,-0.401064826951595,1.57698497161716,1.17592014466556
2024,BEL_2023_1,1,17,12,1.09,17,12,-0.51909994123665,1.57698497161716,1.05788503038051
2026,BEL_2023_1,1,24,7,0.47,24,7,-1.01778777102521,1.58229850034301,0.5645107293178
2026,BEL_2023_1,1,19,77,1.69,19,77,0.102478310705479,1.58229850034301,1.68477681104849
204,BEL_2023_1,1,22,79,2.88,22,79,0.18978117754386,2.54173413399763,2.73151531154149
204,BEL_2023_1,1,25,49,2.19,25,49,-0.228393508372962,2.54173413399763,2.31334062562466
2046,BEL_2023_1,1,17,79,1.83,17,79,-0.946052929956028,2.89160272276093,1.9455497928049
2046,BEL_2023_1,1,26,6,3.97,26,6,1.22713769678355,2.89160272276093,4.11874041954448
2050,BEL_2023_1,1,24,49,2.1,24,49,-0.155928436358328,2.29819107897537,2.14226264261704
2050,BEL_2023_1,1,17,61,2.23,17,61,-0.105224615031778,2.29819107897537,2.19296646394359
2055,BEL_2023_1,1,18,82,1.5,18,82,-0.225582279145064,1.8134063897449,1.58782411059984
2055,BEL_2023_1,1,20,36,1.31,20,36,-0.478549259348371,1.8134063897449,1.33485713039653
206,BEL_2023_1,1,22,116,2.53,22,116,-0.0347219920490995,2.33703616708696,2.30231417503786
206,BEL_2023_1,1,17,57,2.18,17,57,-0.190935841060934,2.33703616708696,2.14610032602602
2061,BEL_2023_1,1,19,57,0.91,19,57,-1.21903731267217,2.16797953571678,0.948942223044612
2061,BEL_2023_1,1,19,95,2.96,19,95,0.838901723843354,2.16797953571678,3.00688125956013
2071,BEL_2023_1,1,26,5,3.39,26,5,0.549538652149258,3.18539200860056,3.73493066074981
216,BEL_2023_1,1,18,84,2.21,18,84,-0.122565653641192,2.44985769598941,2.32729204234822
236,BEL_2023_1,1,19,26,1.4,19,26,-0.541133811533697,2.00347724237361,1.46234343083992
236,BEL_2023_1,1,26,107,2.1,26,107,0.0106820542098278,2.00347724237361,2.01415929658344
238,BEL_2023_1,1,18,111,1.48,18,111,-0.49476001368564,2.04253740297169,1.54777738928605
241,BEL_2023_1,1,23,15,2.42,23,15,-0.0138474130627966,2.43826148727532,2.42441407421252
241,BEL_2023_1,1,23,68,2.55,23,68,-0.119314431230494,2.43826148727532,2.31894705604482
2410,BEL_2023_1,1,26,63,2.5,26,63,-0.325007548742592,2.80644976567243,2.48144221692984
2410,BEL_2023_1,1,21,16,3.33,21,16,0.528282663282381,2.80644976567243,3.33473242895481
2422,BEL_2023_1,1,23,105,2.44,23,105,-0.228145455450687,2.48546741379687,2.25732195834618
2422,BEL_2023_1,1,18,21,2.61,18,21,0.138118657245638,2.48546741379687,2.62358607104251
2443,BEL_2023_1,1,21,117,2.3,21,117,-0.224134003909721,2.33870380803752,2.1145698041278
249,BEL_2023_1,1,24,75,3.75,24,75,0.225480160309456,3.30824549517717,3.53372565548662
249,BEL_2023_1,1,25,21,3.12,25,21,0.0118061511486198,3.30824549517717,3.32005164632579
249,BEL_2023_1,1,22,3,3.29,22,3,0.022161569052618,3.30824549517717,3.33040706422979
249,BEL_2023_1,1,24,87,4,24,87,0.402349786471439,3.30824549517717,3.71059528164861
25,BEL_2023_1,1,24,65,3.66,24,65,1.69440946277863,1.76344964089996,3.45785910367858
25,BEL_2023_1,1,25,42,0.5,25,42,-1.09701086657171,1.76344964089996,0.666438774328243
25,BEL_2023_1,1,26,66,1,26,66,-0.822040614791024,1.76344964089996,0.941409026108931
25,BEL_2023_1,1,19,29,1.24,19,29,-0.525138166649941,1.76344964089996,1.23831147425001
26,BEL_2023_1,1,26,105,1.96,26,105,-0.174772777656696,2.06930836900222,1.89453559134552
26,BEL_2023_1,1,21,25,1.79,21,25,-0.295524908125556,2.06930836900222,1.77378346087666
261,BEL_2023_1,1,20,54,1.25,20,54,-0.568906300343953,1.79325375971622,1.22434745937227
261,BEL_2023_1,1,21,75,1.71,21,75,-0.153639973102082,1.79325375971622,1.63961378661414
262,BEL_2023_1,1,25,96,1.13,25,96,-0.66544520881722,1.63123706620231,0.965791857385092
262,BEL_2023_1,1,22,18,1.37,22,18,-0.205145983069215,1.63123706620231,1.4260910831331
2625,BEL_2023_1,1,25,79,3.15,25,79,0.308885235664482,2.70117262464861,3.01005786031309
2625,BEL_2023_1,1,22,20,2.5,22,20,-0.20180851536715,2.70117262464861,2.49936410928146
2651,BEL_2023_1,1,17,93,0.59,17,93,-0.933276099175239,1.56263625558923,0.629360156413994
2652,BEL_2023_1,1,26,37,1.82,26,37,-0.463301948941798,2.56394716409108,2.10064521514929
2652,BEL_2023_1,1,18,79,2.9,18,79,0.444987071153962,2.56394716409108,3.00893423524505
267,BEL_2023_1,1,22,2,2.83,22,2,0.859694963483012,2.02578175319139,2.8854767166744
267,BEL_2023_1,1,25,112,0.72,25,112,-1.36976567603146,2.02578175319139,0.656016077159929
2670,BEL_2023_1,1,19,5,1.39,19,5,-0.404736640618271,2.08257342671644,1.67783678609817
2670,BEL_2023_1,1,24,70,2.29,24,70,-0.0534399214401384,2.08257342671644,2.0291335052763
2671,BEL_2023_1,1,23,87,5.1,23,87,1.05413011227829,3.73760441012501,4.7917345224033
2720,BEL_2023_1,1,25,81,3.2,25,81,0.272676570165969,2.74515208169118,3.01782865185715
2720,BEL_2023_1,1,23,6,2.69,23,6,-0.125413033376404,2.74515208169118,2.61973904831478
2722,BEL_2023_1,1,23,111,3.33,23,111,0.270343532592539,2.87984778194065,3.15019131453318
2732,BEL_2023_1,1,21,88,3.88,21,88,0.757249488838067,3.09134666598666,3.84859615482473
2732,BEL_2023_1,1,20,11,2.63,20,11,-0.29364602506357,3.09134666598666,2.79770064092309
2762,BEL_2023_1,1,20,53,3.58,20,53,0.278775342794188,3.22375163956052,3.50252698235471
2762,BEL_2023_1,1,25,68,3.68,25,68,0.305814934676529,3.22375163956052,3.52956657423705
2779,BEL_2023_1,1,18,15,2.84,18,15,0.265408820920392,2.61198237315273,2.87739119407313
2779,BEL_2023_1,1,24,91,2.57,24,91,-0.239830884618737,2.61198237315273,2.372151488534
2784,BEL_2023_1,1,17,105,3.25,17,105,0.22839658548946,3.11551080575169,3.34390739124115
2784,BEL_2023_1,1,22,7,3.34,22,7,0.257287183857917,3.11551080575169,3.3727979896096
2785,BEL_2023_1,1,19,53,2.89,19,53,-0.0502589920285579,2.8763664188417,2.82610742681314
2785,BEL_2023_1,1,25,103,3.35,25,103,0.317421382574136,2.8763664188417,3.19378780141583
2794,BEL_2023_1,1,26,109,1.15,26,109,-1.39942030769416,2.49135617264533,1.09193586495117
2794,BEL_2023_1,1,22,1,3.79,22,1,1.31477444156794,2.49135617264533,3.80613061421326
2796,BEL_2023_1,1,24,79,2.5,24,79,-0.50350442565418,2.83571917861837,2.33221475296419
2796,BEL_2023_1,1,19,49,3.51,19,49,0.733524857348623,2.83571917861837,3.56924403596699
2802,BEL_2023_1,1,21,15,1.12,21,15,-0.542789234666372,1.74252713103308,1.19973789636671
2802,BEL_2023_1,1,20,111,1.48,20,111,-0.226109173508965,1.74252713103308,1.51641795752411
2809,BEL_2023_1,1,17,71,4.56,17,71,0.89458770201843,3.58458964325928,4.47917734527771
2809,BEL_2023_1,1,26,33,3.31,26,33,0.0197231225710413,3.58458964325928,3.60431276583033
2810,BEL_2023_1,1,25,111,2.64,25,111,0.0316389344256125,2.50030844921883,2.53194738364444
2810,BEL_2023_1,1,26,22,2.15,26,22,-0.108104538219374,2.50030844921883,2.39220391099946
2817,BEL_2023_1,1,22,61,1.96,22,61,-0.374615580674874,2.17402049597865,1.79940491530378
2820,BEL_2023_1,1,20,7,2.99,20,7,0.210619940310789,2.93635385174436,3.14697379205515
2820,BEL_2023_1,1,18,89,2.95,18,89,0.111356768555394,2.93635385174436,3.04771062029975
2823,BEL_2023_1,1,23,14,3.33,23,14,0.720398368512036,2.58018748750759,3.30058585601962
2823,BEL_2023_1,1,23,75,2.1,23,75,-0.723873433787373,2.58018748750759,1.85631405372022
2827,BEL_2023_1,1,23,62,3,23,62,0.0909694065252915,2.68354517923387,2.77451458575916
2830,BEL_2023_1,1,19,40,2.71,19,40,0.318727078258891,2.37341978990589,2.69214686816478
2830,BEL_2023_1,1,24,99,2.11,24,99,-0.511138889888231,2.37341978990589,1.86228090001766
2831,BEL_2023_1,1,22,77,4,22,77,0.559584814503126,3.17738241260384,3.73696722710697
2831,BEL_2023_1,1,18,52,3.24,18,52,-0.0173650377139056,3.17738241260384,3.16001737488994
2836,BEL_2023_1,1,21,32,3,21,32,0.168545165156667,2.76844216889548,2.93698733405215
2847,BEL_2023_1,1,17,60,3.05,17,60,0.171583652419113,2.87335644224791,3.04494009466702
2847,BEL_2023_1,1,23,52,3.11,23,52,0.092828331796909,2.87335644224791,2.96618477404482
2848,BEL_2023_1,1,22,87,2.79,22,87,-0.184628768178556,2.71288823099195,2.5282594628134
2848,BEL_2023_1,1,20,16,3,20,16,0.302410780307014,2.71288823099195,3.01529901129897
2849,BEL_2023_1,1,24,50,2.85,24,50,-0.221654312050772,2.96417887450557,2.7425245624548
2849,BEL_2023_1,1,21,73,3.6,21,73,0.569056507241506,2.96417887450557,3.53323538174707
2850,BEL_2023_1,1,17,14,0.63,17,14,-0.625486285938811,1.22185380121153,0.596367515272715
2850,BEL_2023_1,1,25,82,0.78,25,82,-0.619184334196296,1.22185380121153,0.60266946701523
2855,BEL_2023_1,1,20,76,2,20,76,-0.301111094154575,2.25446198623657,1.95335089208199
2856,BEL_2023_1,1,19,65,2.65,19,65,-0.566725307097382,3.19646349329112,2.62973818619374
2856,BEL_2023_1,1,23,12,4.37,23,12,1.12638067631128,3.19646349329112,4.32284416960239
286,BEL_2023_1,1,19,81,2.22,19,81,0.161135645234017,2.14189396559641,2.30302961083043
286,BEL_2023_1,1,20,57,1.56,20,57,-0.565107272295573,2.14189396559641,1.57678669330084
2862,BEL_2023_1,1,26,3,2.41,26,3,-0.0164091354100666,2.66301488361644,2.64660574820637
2862,BEL_2023_1,1,24,81,2.96,24,81,0.0886187100049658,2.66301488361644,2.7516335936214
2865,BEL_2023_1,1,17,7,1.63,17,7,-0.373802788087569,2.09810201329271,1.72429922520514
2865,BEL_2023_1,1,18,67,2.03,18,67,-0.0701843205057884,2.09810201329271,2.02791769278692
2872,BEL_2023_1,1,25,28,2.45,25,28,-0.240835809774755,2.80066241934226,2.55982660956751
2872,BEL_2023_1,1,23,60,3.37,23,60,0.4388226592793,2.80066241934226,3.23948507862156
29,BEL_2023_1,1,18,53,1.85,18,53,-0.405564879745683,2.14015034930392,1.73458546955824
290,BEL_2023_1,1,24,22,4.37,24,22,0.570784962017258,3.83520662203154,4.4059915840488
290,BEL_2023_1,1,19,94,4.35,19,94,0.572530475476091,3.83520662203154,4.40773709750764
2902,BEL_2023_1,1,22,56,4.2,22,56,0.365039729500315,3.65753411076298,4.0225738402633
2902,BEL_2023_1,1,26,91,4.4,26,91,0.615925076898354,3.65753411076298,4.27345918766133
2908,BEL_2023_1,1,23,86,1.73,23,86,-0.500837900202946,2.03588591444063,1.53504801423769
2936,BEL_2023_1,1,18,36,2,18,36,-0.342479267097895,2.27921574750479,1.9367364804069
2936,BEL_2023_1,1,17,87,2.32,17,87,0.0639872530428227,2.27921574750479,2.34320300054761
2971,BEL_2023_1,1,22,42,2.44,22,42,-0.167645959130995,2.57125815684202,2.40361219771103
2971,BEL_2023_1,1,22,110,2.98,22,110,0.156011598653171,2.57125815684202,2.72726975549519
2974,BEL_2023_1,1,18,9,3.44,18,9,1.18682117264391,2.39001985089766,3.57684102354157
2974,BEL_2023_1,1,25,107,1.17,25,107,-1.36406445674481,2.39001985089766,1.02595539415286
2975,BEL_2023_1,1,22,63,2.93,22,63,0.0523731136771679,2.70273386454509,2.75510697822226
2975,BEL_2023_1,1,17,29,2.9,17,29,0.0561302104356627,2.70273386454509,2.75886407498075
2979,BEL_2023_1,1,25,22,3.4,25,22,0.4504029822247,3.07690038578995,3.52730336801465
2980,BEL_2023_1,1,21,97,0.69,21,97,-1.23535886879307,1.89667331948469,0.661314450691622
2980,BEL_2023_1,1,21,39,2.54,21,39,0.607313599897838,1.89667331948469,2.50398691938253
2990,BEL_2023_1,1,18,74,0.3,18,74,-1.21154704779279,1.60979767109877,0.398250623305985
2990,BEL_2023_1,1,22,14,1.97,22,14,0.321365322173834,1.60979767109877,1.9311629932726
2992,BEL_2023_1,1,24,43,2.96,24,43,0.173210510777693,2.75257950115598,2.92579001193367
2992,BEL_2023_1,1,23,90,2.97,23,90,-0.0191600702127142,2.75257950115598,2.73341943094327
2997,BEL_2023_1,1,20,79,1.66,20,79,-0.414102536672535,2.13080694893451,1.71670441226198
30,BEL_2023_1,1,23,45,4.62,23,45,0.434719854729125,4.11040549586368,4.54512535059281
30,BEL_2023_1,1,17,78,5.05,17,78,0.960062230723381,4.11040549586368,5.07046772658707
301,BEL_2023_1,1,24,16,0.93,24,16,-0.784706445619064,1.7252272062227,0.940520760603639
3010,BEL_2023_1,1,18,65,3.44,18,65,0.29775843388567,3.09528812511695,3.39304655900262
3010,BEL_2023_1,1,26,39,3.04,26,39,0.169446590831859,3.09528812511695,3.2647347159488
3013,BEL_2023_1,1,19,79,0.91,19,79,-0.94027752653498,1.96564805114364,1.02537052460866
3013,BEL_2023_1,1,18,27,2.39,18,27,0.375258840280264,1.96564805114364,2.34090689142391
3026,BEL_2023_1,1,17,97,1.72,17,97,-0.174519539750739,1.99565013589712,1.82113059614638
3026,BEL_2023_1,1,21,24,1.58,21,24,-0.363084340695768,1.99565013589712,1.63256579520135
3042,BEL_2023_1,1,20,90,2.79,20,90,0.109551971613981,2.70388147840843,2.81343345002241
3062,BEL_2023_1,1,21,18,1.76,21,18,-0.343043789693555,2.24085331877334,1.89780952907979
3062,BEL_2023_1,1,19,74,2.16,19,74,0.0294975938159476,2.24085331877334,2.27035091258929
308,BEL_2023_1,1,19,24,2.45,19,24,-0.0424116439328537,2.53757625979851,2.49516461586566
3148,BEL_2023_1,1,25,29,3,25,29,0.275923954669775,2.88595485770448,3.16187881237426
3160,BEL_2023_1,1,21,62,2.79,21,62,0.349213628880681,2.34519370662094,2.69440733550162
3160,BEL_2023_1,1,24,26,1.66,24,26,-0.567417401246791,2.34519370662094,1.77777630537415
317,BEL_2023_1,1,25,85,4,25,85,1.37750593201315,2.35234941785067,3.72985534986381
317,BEL_2023_1,1,21,17,0.65,21,17,-1.589171077634,2.35234941785067,0.763178340216667
3170,BEL_2023_1,1,25,11,0.93,25,11,-0.691469401253322,1.82726351925718,1.13579411800385
3172,BEL_2023_1,1,19,55,2,19,55,-0.387455963220945,2.4545192311084,2.06706326788746
3172,BEL_2023_1,1,24,111,2.87,24,111,0.269149849578567,2.4545192311084,2.72366908068697
3173,BEL_2023_1,1,20,46,3.14,20,46,-0.175842579745758,3.25107632401191,3.07523374426616
3173,BEL_2023_1,1,17,75,4,17,75,0.785401152725283,3.25107632401191,4.0364774767372
3190,BEL_2023_1,1,26,55,3.4,26,55,0.28667743749102,3.26220701312498,3.548884450616
3190,BEL_2023_1,1,17,85,3.58,17,85,0.333051951385254,3.26220701312498,3.59525896451024
32,BEL_2023_1,1,20,34,1.89,20,34,-0.802263468263739,2.70455361437065,1.90229014610691
32,BEL_2023_1,1,20,106,2.94,20,106,0.307462704673105,2.70455361437065,3.01201631904376
32,BEL_2023_1,1,25,75,3.2,25,75,0.311384179692199,2.70455361437065,3.01593779406285
32,BEL_2023_1,1,23,39,3.08,23,39,0.293582728728464,2.70455361437065,2.99813634309911
323,BEL_2023_1,1,24,83,3.26,24,83,0.218258191010835,2.82284687361831,3.04110506462914
324,BEL_2023_1,1,20,71,2.22,20,71,-0.226188502985929,2.33645541511286,2.11026691212693
327,BEL_2023_1,1,26,46,2.4,26,46,0.209072436095784,2.3332366090901,2.54230904518588
327,BEL_2023_1,1,22,71,2.19,22,71,-0.438202166092208,2.3332366090901,1.89503444299789
